,Số báo danh,Toán,Văn,Lý,Hóa,Sinh,Sử,Địa,Giáo dục công dân,Ngoại ngữ,Mã môn ngoại ngữ,Tên ngoại ngữ
3665,64003674,,,,,,6.75,6.5,9.25,3.2,N1,Tiếng Anh
3666,64003675,5.2,,,,,5.75,5.5,9.25,4.2,N1,Tiếng Anh
3667,64003676,2.8,6.5,,,,4.5,6.5,6.5,3.6,N1,Tiếng Anh
3668,64003677,7.6,,6.25,6.25,,,,,,N1,Tiếng Anh
3669,64003678,3.8,5.5,,,,,5.5,6.75,,N1,Tiếng Anh
3670,64003679,6.2,6.25,,6.5,6.75,,,,5.6,N1,Tiếng Anh
3671,64003680,2.6,,,,,,,6.5,3.8,N1,Tiếng Anh
3672,64003681,6.8,,,,,6.25,4.75,,4.8,N1,Tiếng Anh
3673,64003682,,5.5,7.75,,7.25,,,,7.4,N1,Tiếng Anh
3674,64003683,5.2,5.5,,,,7.5,6.5,9.25,3.8,N1,Tiếng Anh
3675,64003684,6.6,,,,,6.75,5.25,,4.4,N1,Tiếng Anh
3676,64003685,,,,,,4.5,4.5,8.25,3.4,N1,Tiếng Anh
3677,64003686,3.4,,,,,,5.25,8.5,3.6,N1,Tiếng Anh
3678,64003687,5.4,8.75,,,,6.5,6.75,9.5,3.2,N1,Tiếng Anh
3679,64003688,3.4,6.5,,,,,,,,N1,Tiếng Anh
3680,64003689,5.6,5.5,,,,3.75,5.5,8.75,3.6,N1,Tiếng Anh
3681,64003690,,6.5,,,,4.5,6.75,8.5,3.4,N1,Tiếng Anh
3682,64003691,7.4,,,,,7.25,6.25,,4.6,N1,Tiếng Anh
3683,64003692,3.8,,,,,4.25,4.5,7.75,3.2,N1,Tiếng Anh
3684,64003693,4.4,7.5,,,,4.5,3.75,8.5,,N1,Tiếng Anh
3685,64003694,5.8,7.25,,,,2.75,5.25,9.5,3.6,N1,Tiếng Anh
3686,64003695,7.6,7.25,4.5,,6.75,,,,4.8,N1,Tiếng Anh
3687,64003696,6.4,5.5,,,,,,9.5,3.6,N1,Tiếng Anh
3688,64003697,,7.25,,,,5.25,5.75,,4.6,N1,Tiếng Anh
3689,64003698,3.4,5.75,,,,,5.25,7.5,,N1,Tiếng Anh
3690,64003699,,,,,,5.25,6.25,7.25,4.2,N1,Tiếng Anh
3691,64003700,3.2,,,,,4.5,4.25,7.75,3.4,N1,Tiếng Anh
3692,64003701,3.2,6.25,,,,,,8.5,2.6,N1,Tiếng Anh
3693,64003702,5.4,,,,,5.5,6.75,8.5,3.4,N1,Tiếng Anh
3694,64003703,3.6,6.25,,,,,,8.5,,N1,Tiếng Anh
3695,64003704,,8.25,,,,5.75,6.5,,2.8,N1,Tiếng Anh
3696,64003705,7.8,,,6.25,6.25,,,,4.2,N1,Tiếng Anh
3697,64003706,7.6,7.25,,,,7.5,6.75,9.75,,N1,Tiếng Anh
3698,64003707,4.8,7.25,,,,4.25,4.25,8.25,3.8,N1,Tiếng Anh
3699,64003708,4.4,,,,,3.75,5.25,6.25,,N1,Tiếng Anh
3700,64003709,,,,,,3.75,5.75,6.75,2.8,N1,Tiếng Anh
3701,64003710,7.4,6.41,,,,6.75,7.75,9.75,4.4,N1,Tiếng Anh
3702,64003711,2.6,,,,,4.75,,8.25,3.8,N1,Tiếng Anh
3703,64003712,3.2,6.25,,,,3.75,5.25,6.75,,N1,Tiếng Anh
3704,64003713,7.2,7.08,,,,6.25,7.25,9.5,4.4,N1,Tiếng Anh
3705,64003714,,8.5,,,,6.5,5.5,,3.4,N1,Tiếng Anh
3706,64003715,5.4,7.5,,,,6.75,5.25,,4.8,N1,Tiếng Anh
3707,64003716,7.4,,7.75,7.5,6.5,,,,,N1,Tiếng Anh
3708,64003717,4.2,6.5,,,,,,,3.8,N1,Tiếng Anh
3709,64003718,7.8,6.75,,,,,5.75,9.5,5.2,N1,Tiếng Anh
3710,64003719,1.8,5.25,,,,,5.75,7.75,3.6,N1,Tiếng Anh
3711,64003720,2.8,6.25,,,,4.5,,,,N1,Tiếng Anh
3712,64003721,4.2,6.75,,,,6.25,6.25,8.75,4.2,N1,Tiếng Anh
3713,64003722,,6.5,,,,6.5,6.25,,2.2,N1,Tiếng Anh
3714,64003723,5.4,6.5,,,,4.5,,7.75,4.2,N1,Tiếng Anh
3715,64003724,4.6,5.75,,,,4.5,5.25,,4.6,N1,Tiếng Anh
3716,64003725,,5.75,,,,,5.5,,3.2,N1,Tiếng Anh
3717,64003726,7.8,6.75,6.5,5.75,,,,,4.4,N1,Tiếng Anh
3718,64003727,5.8,7.25,,,,6.5,,9.5,4.2,N1,Tiếng Anh
3719,64003728,,,8.25,,5.5,,,,4.4,N1,Tiếng Anh
3720,64003729,7.4,7.5,5.75,4.25,6.25,,,,3.8,N1,Tiếng Anh
3721,64003730,5.2,6.25,,,,7.25,,9.75,3.6,N1,Tiếng Anh
3722,64003731,3.4,5.58,,,,3.25,,,,N1,Tiếng Anh
3723,64003732,,7.5,,,,4.75,7.25,7.5,2.4,N1,Tiếng Anh
3724,64003733,2.4,5.75,,,,4.75,,,,N1,Tiếng Anh
3725,64003734,4.4,,,,,3.75,,7.5,3.2,N1,Tiếng Anh
3726,64003735,3.4,,,,,5.25,4.5,7.75,4.8,N1,Tiếng Anh
3727,64003736,5.4,7.5,,,,,6.25,,3.2,N1,Tiếng Anh
3728,64003737,3.6,,,,,4.75,6.25,9.5,4.6,N1,Tiếng Anh
3729,64003738,6.8,6.5,,,,6.75,7.5,9.25,,N1,Tiếng Anh
3730,64003739,3.2,,,,,4.5,,6.5,4.2,N1,Tiếng Anh
3731,64003740,7.2,7.75,,,,,6.5,,,N1,Tiếng Anh
3732,64003741,3.8,3.75,,,,5.75,,8.25,2.2,N1,Tiếng Anh
3733,64003742,2.8,,,,,,4.75,6.5,4.4,N1,Tiếng Anh
3734,64003743,5.8,7.25,,,,5.75,6.5,8.5,3.8,N1,Tiếng Anh
3735,64003744,6.4,,,,,8.5,,9.5,4.2,N1,Tiếng Anh
3736,64003745,,,,,,,6.75,9.5,3.6,N1,Tiếng Anh
3737,64003746,,6.75,,,,5.25,6.25,,3.2,N1,Tiếng Anh
3738,64003747,2.8,,,,,6.5,,9.75,3.8,N1,Tiếng Anh
3739,64003748,7.4,6.5,,,,6.5,7.25,8.75,4.2,N1,Tiếng Anh
3740,64003749,5.4,5.5,,,,,,9.5,4.2,N1,Tiếng Anh
3741,64003750,,4.25,,,,3.75,,6.5,3.6,N1,Tiếng Anh
3742,64003751,,5.25,,,,4.5,6.25,,,N1,Tiếng Anh
3743,64003752,,5.75,,,,4.75,6.75,8.75,,N1,Tiếng Anh
3744,64003753,5.6,,,,,,,,4.8,N1,Tiếng Anh
3745,64003754,5.2,6.75,,,,,5.25,,,N1,Tiếng Anh
3746,64003755,7.6,6.5,,7.25,5.5,,,,3.4,N1,Tiếng Anh
3747,64003756,5.4,,,,,7.75,6.5,,5.4,N1,Tiếng Anh
3748,64003757,,6.25,,,,,5.75,9.5,3.8,N1,Tiếng Anh
3749,64003758,5.4,7.25,,,,,6.25,,3.8,N1,Tiếng Anh
3750,64003759,4.6,6.41,,,,,4.5,8.75,3.8,N1,Tiếng Anh
3751,64003760,7.2,,,,,6.5,6.75,10.0,4.8,N1,Tiếng Anh
3752,64003761,3.6,,,,,,4.75,,,N1,Tiếng Anh
3753,64003762,,,,,,8.75,7.5,9.5,4.4,N1,Tiếng Anh
3754,64003763,3.8,3.5,,,,4.5,4.75,9.25,3.8,N1,Tiếng Anh
3755,64003764,5.4,,,,,,5.5,7.25,4.8,N1,Tiếng Anh
3756,64003765,,3.5,,,,3.5,3.25,,,N1,Tiếng Anh
3757,64003766,,7.25,,,,5.25,6.75,9.5,,N1,Tiếng Anh
3758,64003767,4.8,6.5,,,,6.5,6.25,8.5,,N1,Tiếng Anh
3759,64003768,5.4,8.5,,,,5.5,,8.75,3.8,N1,Tiếng Anh
3760,64003769,5.2,5.5,,,,6.5,7.5,,2.8,N1,Tiếng Anh
3761,64003770,3.2,6.25,,,,,5.25,8.5,3.2,N1,Tiếng Anh
3762,64003771,,5.75,,,,4.75,5.5,8.5,2.8,N1,Tiếng Anh
3763,64003772,3.2,5.25,,,,,5.25,,2.8,N1,Tiếng Anh
3764,64003773,7.2,6.5,,,,5.75,6.5,9.5,,N1,Tiếng Anh
3765,64003774,6.6,6.75,,,,5.25,7.5,9.25,3.4,N1,Tiếng Anh
3766,64003775,,7.5,,,,4.5,,7.75,4.4,N1,Tiếng Anh
3767,64003776,4.2,,,,,,,8.75,4.8,N1,Tiếng Anh
3768,64003777,6.4,7.25,,,,,7.5,9.25,3.4,N1,Tiếng Anh
3769,64003778,,6.25,,,,,,8.25,,N1,Tiếng Anh
3770,64003779,7.4,6.5,4.75,5.75,5.75,,,,4.8,N1,Tiếng Anh
3771,64003780,4.6,6.3,,,,4.75,5.5,,3.6,N1,Tiếng Anh
3772,64003781,5.4,7.75,,,,6.25,,9.25,4.8,N1,Tiếng Anh
3773,64003782,4.8,5.75,,,,3.75,,7.75,1.6,N1,Tiếng Anh
3774,64003783,,6.5,7.75,,7.25,,,,6.2,N1,Tiếng Anh
3775,64003784,,5.5,,,,4.5,4.5,8.25,,N1,Tiếng Anh
3776,64003785,3.8,,,,,5.25,5.25,7.5,3.2,N1,Tiếng Anh
3777,64003786,8.2,6.75,6.75,6.5,6.5,,,,3.8,N1,Tiếng Anh
3778,64003787,7.2,5.5,7.75,7.75,,,,,4.2,N1,Tiếng Anh
3779,64003788,6.2,7.25,,,,6.75,,8.75,5.8,N1,Tiếng Anh
3780,64003789,3.6,,,,,5.25,4.25,,3.4,N1,Tiếng Anh
3781,64003790,6.2,6.5,,,,3.75,6.5,,3.8,N1,Tiếng Anh
3782,64003791,6.2,5.5,,,,6.25,6.25,7.75,3.6,N1,Tiếng Anh
3783,64003792,4.8,,,,,5.25,5.5,9.75,3.6,N1,Tiếng Anh
3784,64003793,3.8,5.25,,,,4.75,5.5,7.75,4.6,N1,Tiếng Anh
3785,64003794,7.6,,,,,,6.25,,3.2,N1,Tiếng Anh
3786,64003795,4.8,6.25,,,,,5.75,8.5,4.2,N1,Tiếng Anh
3787,64003796,7.4,6.5,5.75,6.75,,,,,4.2,N1,Tiếng Anh
3788,64003797,7.8,,7.25,,5.75,,,,4.2,N1,Tiếng Anh
3789,64003798,8.4,,7.5,3.75,6.5,,,,,N1,Tiếng Anh
3790,64003799,4.8,,,,,4.5,,8.5,3.8,N1,Tiếng Anh
3791,64003800,3.8,5.75,,,,,5.75,8.25,3.2,N1,Tiếng Anh
3792,64003801,,,,6.25,7.75,,,,5.6,N1,Tiếng Anh
3793,64003802,6.8,7.25,6.75,6.75,7.25,,,,6.6,N1,Tiếng Anh
3794,64003803,3.6,,,,,5.75,4.5,8.5,,N1,Tiếng Anh
3795,64003804,,7.25,,,,,4.75,6.5,,N1,Tiếng Anh
3796,64003805,2.8,5.75,,,,5.75,4.75,8.25,,N1,Tiếng Anh
3797,64003806,5.6,5.5,,,,6.25,6.25,8.5,3.2,N1,Tiếng Anh
3798,64003807,6.4,7.75,,,,6.25,6.5,9.25,2.8,N1,Tiếng Anh
3799,64003808,,6.5,,,,4.75,4.75,7.5,4.4,N1,Tiếng Anh
3800,64003809,3.6,,,,,2.5,,7.5,3.8,N1,Tiếng Anh
3801,64003810,,,,,,,5.75,8.25,3.6,N1,Tiếng Anh
3802,64003811,,6.5,,,,,6.5,9.25,3.8,N1,Tiếng Anh
3803,64003812,7.6,8.25,,,,6.75,6.75,9.75,9.4,N1,Tiếng Anh
3804,64003813,3.4,6.5,,,,,4.75,8.5,5.2,N1,Tiếng Anh
3805,64003814,4.8,6.25,,,,6.25,,,5.2,N1,Tiếng Anh
3806,64003815,3.2,,,,,3.25,5.5,,4.6,N1,Tiếng Anh
3807,64003816,5.2,5.25,,,,5.75,,7.25,5.2,N1,Tiếng Anh
3808,64003817,,6.75,,,,4.75,5.5,,4.4,N1,Tiếng Anh
3809,64003818,3.6,,,,,3.75,,6.25,4.2,N1,Tiếng Anh
3810,64003819,,,,,,2.5,6.5,7.75,,N1,Tiếng Anh
3811,64003820,6.2,6.25,,,,,6.5,8.5,4.6,N1,Tiếng Anh
3812,64003821,7.6,,,6.5,6.5,,,,,N1,Tiếng Anh
3813,64003822,3.4,6.75,,,,7.5,5.5,,5.8,N1,Tiếng Anh
3814,64003823,,6.25,,7.5,,,,,5.8,N1,Tiếng Anh
3815,64003824,7.8,5.75,5.5,,7.75,,,,5.8,N1,Tiếng Anh
3816,64003825,5.8,5.75,,,,7.5,6.5,9.25,,N1,Tiếng Anh
3817,64003826,4.4,,,,,5.25,6.25,7.5,3.8,N1,Tiếng Anh
3818,64003827,,6.5,,,,,4.25,5.25,3.4,N1,Tiếng Anh
3819,64003828,,7.5,,,,,7.25,9.5,4.2,N1,Tiếng Anh
3820,64003829,8.4,,4.5,5.5,7.75,,,,3.2,N1,Tiếng Anh
3821,64003830,4.4,6.25,,,,4.5,6.75,7.5,3.2,N1,Tiếng Anh
3822,64003831,7.2,6.75,3.5,,5.75,,,,4.2,N1,Tiếng Anh
3823,64003832,4.6,7.25,,,,4.5,5.25,7.75,2.6,N1,Tiếng Anh
3824,64003833,4.4,6.5,,,,4.5,5.25,,3.4,N1,Tiếng Anh
3825,64003834,5.8,5.75,,,,5.75,5.25,9.25,4.2,N1,Tiếng Anh
3826,64003835,4.4,7.25,,,,,4.75,7.25,,N1,Tiếng Anh
3827,64003836,6.4,,,,,5.75,6.5,8.75,,N1,Tiếng Anh
3828,64003837,,7.75,,,,8.75,5.75,8.75,,N1,Tiếng Anh
3829,64003838,2.6,5.25,,,,5.75,4.75,7.5,4.6,N1,Tiếng Anh
3830,64003839,4.4,,,,,,5.25,,3.6,N1,Tiếng Anh
3831,64003840,7.8,,,,,8.5,8.25,9.5,4.4,N1,Tiếng Anh
3832,64003841,6.4,6.25,,5.5,7.5,,,,4.2,N1,Tiếng Anh
3833,64003842,2.6,,,,,,3.75,7.25,3.2,N1,Tiếng Anh
3834,64003843,,,5.75,6.75,5.5,,,,3.4,N1,Tiếng Anh
3835,64003844,4.2,,,,,5.5,6.5,10.0,3.8,N1,Tiếng Anh
3836,64003845,3.8,5.25,,,,,5.25,7.25,1.4,N1,Tiếng Anh
3837,64003846,5.6,,,,,6.25,,9.75,5.2,N1,Tiếng Anh
3838,64003847,7.4,,,7.75,6.5,,,,4.2,N1,Tiếng Anh
3839,64003848,5.8,,,,,8.75,6.5,9.75,,N1,Tiếng Anh
3840,64003849,4.6,,,,,3.5,4.5,8.25,2.8,N1,Tiếng Anh
3841,64003850,,5.25,,,,4.25,6.75,8.75,2.6,N1,Tiếng Anh
3842,64003851,6.2,,,,,5.75,6.25,9.25,4.2,N1,Tiếng Anh
3843,64003852,7.2,8.5,,,,6.75,,8.75,,N1,Tiếng Anh
3844,64003853,6.2,7.25,,,,5.75,4.75,9.25,4.4,N1,Tiếng Anh
3845,64003854,2.8,6.25,,,,4.5,5.75,8.25,2.2,N1,Tiếng Anh
3846,64003855,2.8,,,,,2.25,5.25,,3.8,N1,Tiếng Anh
3847,64003856,5.4,6.5,,,,,,8.25,4.2,N1,Tiếng Anh
3848,64003857,5.8,,,,,4.75,5.25,,,N1,Tiếng Anh
3849,64003858,2.8,,,,,6.25,4.5,8.25,4.8,N1,Tiếng Anh
3850,64003859,,5.25,,,,4.75,4.75,8.5,,N1,Tiếng Anh
3851,64003860,,5.75,,,,7.25,3.75,8.75,4.6,N1,Tiếng Anh
3852,64003861,,6.5,6.75,7.5,,,,,6.2,N1,Tiếng Anh
3853,64003862,3.8,,,,,,4.5,7.25,3.8,N1,Tiếng Anh
3854,64003863,7.2,5.5,,6.5,6.25,,,,4.6,N1,Tiếng Anh
3855,64003864,6.4,6.75,,,,7.5,,9.25,5.8,N1,Tiếng Anh
3856,64003865,5.6,6.5,,,,6.5,5.5,9.25,4.4,N1,Tiếng Anh
3857,64003866,7.2,7.5,,,,5.5,5.5,9.25,3.8,N1,Tiếng Anh
3858,64003867,4.8,6.75,,,,,6.75,,3.4,N1,Tiếng Anh
3859,64003868,4.2,,,,,,,,,N1,Tiếng Anh
3860,64003869,5.2,6.5,,,,5.75,6.25,,2.8,N1,Tiếng Anh
3861,64003870,7.2,,,,,5.75,6.75,9.5,4.2,N1,Tiếng Anh
3862,64003871,5.4,6.75,,,,4.5,5.75,8.75,,N1,Tiếng Anh
3863,64003872,3.4,6.25,,,,5.25,3.25,7.5,3.2,N1,Tiếng Anh
3864,64003873,,5.5,,,,,4.75,,5.8,N1,Tiếng Anh
3865,64003874,2.8,6.75,,,,3.5,3.25,7.5,2.4,N1,Tiếng Anh
3866,64003875,3.6,8.25,,,,4.5,,9.5,,N1,Tiếng Anh
3867,64003876,,7.5,,5.25,6.5,,,,3.8,N1,Tiếng Anh
3868,64003877,,7.25,5.25,4.5,,,,,3.8,N1,Tiếng Anh
3869,64003878,6.8,7.75,,,,6.5,6.25,8.75,7.4,N1,Tiếng Anh
3870,64003879,3.8,,,,,3.5,6.75,7.5,2.4,N1,Tiếng Anh
3871,64003880,3.8,5.25,,,,4.5,4.5,7.5,2.4,N1,Tiếng Anh
3872,64003881,,,,,,5.75,5.5,7.25,2.4,N1,Tiếng Anh
3873,64003882,2.6,5.75,,,,,4.75,7.75,3.8,N1,Tiếng Anh
3874,64003883,,5.75,,,,4.75,5.25,5.75,2.6,N1,Tiếng Anh
3875,64003884,8.2,,8.25,7.75,7.75,,,,3.8,N1,Tiếng Anh
3876,64003885,3.6,,,,,5.25,6.75,,2.8,N1,Tiếng Anh
3877,64003886,6.8,7.25,,,,7.75,7.25,,,N1,Tiếng Anh
3878,64003887,7.2,,,,,7.75,8.25,10.0,4.8,N1,Tiếng Anh
3879,64003888,7.8,,5.75,,6.25,,,,5.4,N1,Tiếng Anh
3880,64003889,,7.25,,,,7.5,,,5.4,N1,Tiếng Anh
3881,64003890,5.6,4.5,,,,4.5,,7.5,3.6,N1,Tiếng Anh
3882,64003891,6.6,6.75,6.25,6.5,5.75,,,,5.2,N1,Tiếng Anh
3883,64003892,2.4,,,,,,5.75,6.25,,N1,Tiếng Anh
3884,64003893,,7.25,,,,4.75,5.75,9.25,4.6,N1,Tiếng Anh
3885,64003894,7.6,,,,,7.25,7.5,9.75,,N1,Tiếng Anh
3886,64003895,5.8,6.5,,,,,6.25,7.5,5.2,N1,Tiếng Anh
3887,64003896,7.2,,6.5,,,,,,5.8,N1,Tiếng Anh
3888,64003897,4.6,7.5,,,,,5.25,8.75,,N1,Tiếng Anh
3889,64003898,5.6,7.25,,,,6.5,6.25,8.25,3.2,N1,Tiếng Anh
3890,64003899,,,3.75,9.25,,,,,,N1,Tiếng Anh
3891,64003900,4.4,,,,,4.5,,,3.4,N1,Tiếng Anh
3892,64003901,5.4,,,,,7.75,6.75,,4.8,N1,Tiếng Anh
3893,64003902,,8.5,,,,7.25,8.25,,6.4,N1,Tiếng Anh
3894,64003903,3.8,5.75,,,,7.75,5.5,6.5,2.8,N1,Tiếng Anh
3895,64003904,7.6,6.25,6.5,,6.25,,,,5.6,N1,Tiếng Anh
3896,64003905,7.6,8.75,,,5.25,,,,,N1,Tiếng Anh
3897,64003906,4.4,5.75,,,,4.5,5.5,7.5,3.6,N1,Tiếng Anh
3898,64003907,4.8,,,,,4.5,6.5,7.75,2.6,N1,Tiếng Anh
3899,64003908,7.4,8.5,4.75,8.5,7.5,,,,,N1,Tiếng Anh
3900,64003909,3.8,,,,,4.75,,6.75,2.6,N1,Tiếng Anh
3901,64003910,,,,,5.75,,,,3.6,N1,Tiếng Anh
3902,64003911,2.8,6.75,,,,3.5,,,4.2,N1,Tiếng Anh
3903,64003912,7.6,6.25,7.25,6.75,5.25,,,,4.2,N1,Tiếng Anh
3904,64003913,,6.5,,,,6.5,,9.5,5.6,N1,Tiếng Anh
3905,64003914,6.6,,5.25,6.75,6.25,,,,4.8,N1,Tiếng Anh
3906,64003915,1.6,6.5,,,,8.75,6.25,7.5,2.2,N1,Tiếng Anh
3907,64003916,5.8,,,,,5.75,,8.5,,N1,Tiếng Anh
3908,64003917,7.2,7.75,,,,8.75,6.75,9.75,,N1,Tiếng Anh
3909,64003918,5.2,,,,,,6.5,7.5,,N1,Tiếng Anh
3910,64003919,,6.5,,,,5.5,5.25,8.75,,N1,Tiếng Anh
3911,64003920,5.8,,,,,6.5,5.25,8.25,3.4,N1,Tiếng Anh
3912,64003921,6.8,6.75,,7.25,5.25,,,,,N1,Tiếng Anh
3913,64003922,4.2,,,,,,,7.75,2.4,N1,Tiếng Anh
3914,64003923,4.2,6.75,,,,3.75,5.75,8.25,3.2,N1,Tiếng Anh
3915,64003924,5.6,6.75,4.75,6.25,3.5,,,,4.4,N1,Tiếng Anh
3916,64003925,4.4,6.5,,,,,6.5,8.25,3.6,N1,Tiếng Anh
3917,64003926,4.2,5.25,,,,3.25,5.25,5.75,,N1,Tiếng Anh
3918,64003927,,,,,,4.5,5.75,,,,
3919,64003928,5.8,5.25,,,,,5.75,6.5,4.4,N1,Tiếng Anh
3920,64003929,2.2,6.75,,,,6.5,4.75,7.75,4.6,N1,Tiếng Anh
3921,64003930,5.4,4.5,,,,,6.75,,4.6,N1,Tiếng Anh
3922,64003931,7.2,,7.5,8.5,3.75,,,,,N1,Tiếng Anh
3923,64003932,7.6,,6.75,7.25,,,,,5.8,N1,Tiếng Anh
3924,64003933,,,6.5,7.25,6.25,,,,4.4,N1,Tiếng Anh
3925,64003934,,,6.25,,,,,,6.6,N1,Tiếng Anh
3926,64003935,3.4,6.75,,,,4.75,,,1.8,N1,Tiếng Anh
3927,64003936,2.6,7.75,,,,,4.25,5.75,3.2,N1,Tiếng Anh
3928,64003937,4.8,6.5,,,,,6.5,6.75,2.4,N1,Tiếng Anh
3929,64003938,7.8,8.5,5.75,7.75,5.75,,,,7.2,N1,Tiếng Anh
3930,64003939,4.6,,,,,5.75,5.25,,5.4,N1,Tiếng Anh
3931,64003940,4.8,,2.75,,4.75,,,,4.4,N1,Tiếng Anh
3932,64003941,6.4,8.75,,,,8.75,7.75,8.5,5.4,N1,Tiếng Anh
3933,64003942,7.4,5.75,,,7.5,,,,,N1,Tiếng Anh
3934,64003943,,,,,,5.25,5.75,6.5,1.6,N1,Tiếng Anh
3935,64003944,4.4,6.5,,,,5.75,,9.25,,N1,Tiếng Anh
3936,64003945,6.8,4.25,5.5,5.5,3.75,,,,3.4,N1,Tiếng Anh
3937,64003946,4.2,5.5,,,,5.75,7.25,8.5,2.2,N1,Tiếng Anh
3938,64003947,4.8,7.25,,,,,4.75,9.25,4.2,N1,Tiếng Anh
3939,64003948,7.8,5.75,7.5,,5.25,,,,,N1,Tiếng Anh
3940,64003949,7.6,,5.25,3.5,,,,,,N1,Tiếng Anh
3941,64003950,6.6,6.25,3.75,,7.75,,,,,N1,Tiếng Anh
3942,64003951,,,,4.25,,,,,,,
3943,64003952,4.6,,,,,9.25,7.25,8.5,3.2,N1,Tiếng Anh
3944,64003953,,,,,,7.25,7.5,,,,
3945,64003954,6.8,7.5,,,,8.75,,9.75,6.2,N1,Tiếng Anh
3946,64003955,5.4,5.75,,,,7.25,6.25,8.25,,N1,Tiếng Anh
3947,64003956,2.6,3.75,,,,5.25,3.75,,2.4,N1,Tiếng Anh
3948,64003957,5.4,7.5,,,,,,7.75,4.2,N1,Tiếng Anh
3949,64003958,6.8,8.75,,,,6.5,6.5,8.75,4.4,N1,Tiếng Anh
3950,64003959,5.8,,,,,9.5,8.75,8.75,4.8,N1,Tiếng Anh
3951,64003960,6.4,,,,,6.75,6.75,8.5,4.4,N1,Tiếng Anh
3952,64003961,5.8,5.75,,,,,6.25,7.25,3.2,N1,Tiếng Anh
3953,64003962,3.4,3.75,,,,3.5,3.75,,,N1,Tiếng Anh
3954,64003963,7.6,,8.75,9.25,3.25,,,,4.4,N1,Tiếng Anh
3955,64003964,3.4,5.75,,,,5.5,,8.25,3.2,N1,Tiếng Anh
3956,64003965,6.6,7.5,5.5,,7.25,,,,6.2,N1,Tiếng Anh
3957,64003966,7.2,7.5,,5.75,6.5,,,,,N1,Tiếng Anh
3958,64003967,5.4,8.5,,,,6.5,7.75,7.75,7.6,N1,Tiếng Anh
3959,64003968,,,,,,,,,3.2,N1,Tiếng Anh
3960,64003969,7.6,7.5,3.75,7.5,7.75,,,,5.2,N1,Tiếng Anh
3961,64003970,7.6,8.25,5.25,6.75,6.25,,,,3.8,N1,Tiếng Anh
3962,64003971,8.2,6.25,,9.75,,,,,,N1,Tiếng Anh
3963,64003972,4.2,,,,,,,7.75,3.6,N1,Tiếng Anh
3964,64003973,3.6,,,,,,5.5,,,N1,Tiếng Anh
3965,64003974,1.6,,,,,5.25,5.25,7.5,3.2,N1,Tiếng Anh
3966,64003975,,,,,,3.75,3.25,,,,
3967,64003976,7.4,7.75,,7.75,,,,,4.4,N1,Tiếng Anh
3968,64003977,5.8,7.25,,,,9.5,,,4.6,N1,Tiếng Anh
3969,64003978,7.8,,,7.5,5.75,,,,6.2,N1,Tiếng Anh
3970,64003979,3.6,,,,,4.25,4.75,,,,
3971,64003980,5.8,7.75,,,,6.5,,7.75,3.6,N1,Tiếng Anh
3972,64003981,6.8,,,,6.75,,,,,,
3973,64003982,6.4,,,6.25,7.25,,,,,,
3974,64003983,5.4,6.25,,,,6.5,6.75,,3.2,N1,Tiếng Anh
3975,64003984,5.8,,,,,6.75,7.75,9.75,,N1,Tiếng Anh
3976,64003985,6.6,,3.75,5.5,6.25,,,,,N1,Tiếng Anh
3977,64003986,5.4,7.5,,,,,,,,N1,Tiếng Anh
3978,64003987,3.6,,,,,2.5,5.5,7.25,2.6,N1,Tiếng Anh
3979,64003988,3.4,,,,,4.75,4.5,7.75,2.6,N1,Tiếng Anh
3980,64003989,,7.25,7.25,,5.25,,,,5.4,N1,Tiếng Anh
3981,64003990,6.8,6.25,4.5,4.75,,,,,2.6,N1,Tiếng Anh
3982,64003991,2.2,,,,,2.25,4.75,,,N1,Tiếng Anh
3983,64003992,5.6,5.75,4.25,7.25,6.25,,,,5.4,N1,Tiếng Anh
3984,64003993,3.8,6.25,,,,7.75,4.75,,4.6,N1,Tiếng Anh
3985,64003994,8.4,8.25,,6.5,6.5,,,,,N1,Tiếng Anh
3986,64003995,3.6,5.75,3.5,3.5,5.5,,,,,N1,Tiếng Anh
3987,64003996,7.6,6.25,7.5,8.5,7.25,,,,5.6,N1,Tiếng Anh
3988,64003997,3.8,,,,,8.5,6.75,9.5,5.2,N1,Tiếng Anh
3989,64003998,7.6,6.75,8.25,,,,,,3.4,N1,Tiếng Anh
3990,64003999,,5.75,,,,4.5,4.25,,,,
3991,64004000,,,,,,,4.5,5.5,,N1,Tiếng Anh
3992,64004001,,,4.25,4.5,3.5,,,,,,
3993,64004002,,7.5,,,,5.75,6.5,8.75,4.6,N1,Tiếng Anh
3994,64004003,5.4,5.25,3.5,5.25,6.5,,,,,N1,Tiếng Anh
3995,64004004,,7.5,,,,,5.75,,,,
3996,64004005,5.8,,,,,4.75,7.25,7.75,5.8,N1,Tiếng Anh
3997,64004006,,8.75,,,,5.25,4.75,,3.6,N1,Tiếng Anh
3998,64004007,6.8,,4.5,7.25,,,,,,,
3999,64004008,7.6,8.75,,,,,,,7.4,N1,Tiếng Anh
4000,64004009,7.2,6.75,,,,7.75,7.75,,,,
4001,64004010,,,,,,,,5.25,1.6,N1,Tiếng Anh
4002,64004011,6.2,9.5,,,,,7.75,9.25,4.4,N1,Tiếng Anh
4003,64004012,4.2,,3.25,3.25,4.5,,,,2.6,N1,Tiếng Anh
4004,64004013,4.6,5.25,,,,2.75,4.5,7.75,3.2,N1,Tiếng Anh
